School_Name,Status of School,County,Lat,Lon,DevicesExpected,DevicesDelivered,DeliveredMonth,Power_Connection,Class one enrollment,,,,,,,,
CHAGAIYA PRI,PUBLIC,UASIN GISHU,0.02115,35.482746,236,108,JUNE,KPLC,8220,,,,,,,,
KAMIMEI PRI,PUBLIC,NANDI,0.067054,34.916827,923,121,MARCH,NO,6093,,,,,,,,
MWITIKA PRIMARY,PUBLIC,KITUI,-1.44687,38.31749,686,579,AUGUST,Solar,9038,,,,,,,,
TAMUGH PRI SCH,PUBLIC,WEST POKOT,1.578788,35.265838,379,33,NOVEMBER,KPLC,5970,,,,,,,,
IRIGIRO PRI SCH,PUBLIC,MURANGA,-0.855229,37.128031,640,292,OCTOBER,KPLC,9621,,,,,,,,
ITONYERO PRI,PUBLIC,NYANDARUA,-0.201989722,36.52453778,717,356,NOVEMBER,NO,7068,,,,,,,,
SIKATA RC PRI SCH,PUBLIC,BUNGOMA,0.60204,34.57052,721,62,NOVEMBER,KPLC,8435,,,,,,,,
CHELES PRIMARY SCHOOL,PUBLIC,ELEGEYO MARAKWET,0.98624,35.54862,233,205,JANUARY,KPLC,477,,,,,,,,
KAURU NKUNGA PRI,PUBLIC,MERU,0.100294,37.553855,570,492,APRIL,NO,4653,,,,,,,,
KAHUTHA PRI,PUBLIC,NYANDARUA,-0.028300555,36.54600333,101,48,FEBRUARY,NO,8057,,,,,,,,
MUKUNYA  PRI. SCH.,PUBLIC,VIHIGA,0.094314,34.778502,42,10,MARCH,NO,852,,,,,,,,
RIONTWEKA DOK PRI,PUBLIC,KISII,-0.892488,34.848517,80,30,NOVEMBER,KPLC,5073,,,,,,,,
GICHERORI PRI SCH,PUBLIC,EMBU,-0.430587,37.431202,788,471,MAY,NO,5785,,,,,,,,
NDORI R.C. PRIMARY,PUBLIC,KISUMU,-0.310617,35.013117,579,397,JANUARY,Solar,3723,,,,,,,,
NJENGU PRI SCH,PUBLIC,NYERI,-0.361991666,36.91543472,331,36,NOVEMBER,Solar,3441,,,,,,,,
ST MARYS SOSIOT PRI,PUBLIC,NANDI,0.52428,34.90065,173,141,NOVEMBER,KPLC,5943,,,,,,,,
RAMISI PRY,PUBLIC,KWALE,-4.521758,39.396922,154,151,OCTOBER,NO,1011,,,,,,,,
NGERE PRI,PUBLIC,MIGORI,-0.76156,34.57759,542,300,JUNE,NO,1045,,,,,,,,
MODOGASHE BOARDING PRI SCH,PUBLIC,GARISSA,0.73057,39.17709,173,161,NOVEMBER,Solar,9801,,,,,,,,
NYABISASE DEB PRI,PUBLIC,KISII,-0.842505,34.763057,411,217,SEPTEMBER,KPLC,9818,,,,,,,,
SIKOMA PRI SCH,PUBLIC,BUSIA,0.36468,34.282692,755,67,SEPTEMBER,KPLC,8495,,,,,,,,
SAGAT PRI SCH,PUBLIC,BARINGO,0.07526,35.82476,161,46,JANUARY,KPLC,4320,,,,,,,,
TAMBOIYO PRI,PUBLIC,NANDI,0.37304,35.09021,76,10,JANUARY,Solar,8706,,,,,,,,
CHEPCHOINA PRI SCH,PUBLIC,TRANS NZOIA,1.206757,34.808293,564,344,OCTOBER,Solar,229,,,,,,,,
CIANTHIA PR. SCH.,PUBLIC,EMBU,-0.487127,37.734928,481,34,NOVEMBER,KPLC,8760,,,,,,,,
AIC SANIAK ACADEMY,PUBLIC,NANDI,0.33987,35.08137,650,78,SEPTEMBER,KPLC,9315,,,,,,,,
OSURET S.U,PUBLIC,BUSIA,0.590544,34.245637,13,6,JULY,NO,2120,,,,,,,,
KWANGENGI PRIMARY,PUBLIC,MACHAKOS,-1.405576,37.289608,357,83,MAY,NO,8286,,,,,,,,
KIMARWANDI PRIMARY,PUBLIC,BOMET,-0.580525,35.384751,563,530,AUGUST,KPLC,2472,,,,,,,,
KIGOGO PRIMARY,PUBLIC,NYANDARUA,-0.350356,36.420844,546,247,APRIL,Solar,5937,,,,,,,,
EKWARE PRIMARY,PUBLIC,KISII,-0.817128,34.968536,532,105,OCTOBER,Solar,5202,,,,,,,,
MUHONIA PRY SCH,PUBLIC,LAIKIPIA,-0.097941,36.780979,11,3,AUGUST,NO,6810,,,,,,,,
KAHUHO PRY SCH,PUBLIC,LAIKIPIA,0.506899,36.507766,97,2,JUNE,NO,9430,,,,,,,,
MATHARE NORTH PRI SCH,PUBLIC,NAIROBI,-1.251279,36.869269,573,100,SEPTEMBER,NO,8320,,,,,,,,
K.K. THARAINE PRYSCH,PUBLIC,MERU,0.154311111,37.82480917,389,251,FEBRUARY,KPLC,2768,,,,,,,,
KARIKO SPECIAL UNIT,PUBLIC,NYERI,-0.575066,36.884745,320,38,NOVEMBER,KPLC,2236,,,,,,,,
BURA PRIMARY,PUBLIC,TAITA TAVETA,-1.087395,39.945677,647,42,NOVEMBER,NO,1770,,,,,,,,
LELECHWET PRI SCH,PUBLIC,BOMET,-0.792437,35.304293,938,309,JULY,KPLC,4065,,,,,,,,
SAGANA PRI,PUBLIC,NYERI,-0.352395,37.082228,248,34,FEBRUARY,NO,64,,,,,,,,
MOI TOWNSHIP PRI,PUBLIC,UASIN GISHU,0.87348,35.12049,476,232,AUGUST,KPLC,4685,,,,,,,,
KORELLACH PRI SCH,PUBLIC,WEST POKOT,1.339124,35.190179,957,854,APRIL,NO,2012,,,,,,,,
KIANDAI PRI,PUBLIC,KIRINYAGA,-0.480002,37.342671,975,527,FEBRUARY,NO,4945,,,,,,,,
KINISA PRI,PUBLIC,MARSABIT,3.476219,39.136535,535,521,MAY,KPLC,4833,,,,,,,,
KWA MUKOO PRIMARY,PUBLIC,KITUI,-1.18842,38.04391,574,391,MAY,Solar,8057,,,,,,,,
LOBOEN PRI SCH,PUBLIC,ELEGEYO MARAKWET,0.28696,35.52517,954,92,MAY,Solar,7595,,,,,,,,
KATUMANI PRI.,PUBLIC,MACHAKOS,-1.57647,37.24215,187,74,SEPTEMBER,Solar,4411,,,,,,,,
LAIN PRI SCH,PUBLIC,WEST POKOT,1.25719,35.30577,668,482,NOVEMBER,KPLC,862,,,,,,,,
NYAMONURI PRIMARY,PUBLIC,NYAMIRA,-0.483861,34.9401,507,84,FEBRUARY,Solar,1412,,,,,,,,
LOWER CHURE PRI,PUBLIC,MERU,-0.091088333,37.66325583,601,411,JULY,Solar,8921,,,,,,,,
KANDONGU PRI,PUBLIC,KITUI,-0.44122,38.23989,738,713,NOVEMBER,NO,4183,,,,,,,,
ENABELIBEL PRI SCH,PUBLIC,NAROK,-0.799373,35.894253,446,160,MARCH,Solar,5516,,,,,,,,
MRIMA WA NDEGE PRI,PUBLIC,KILIFI,-3.359244,39.56039,266,69,MARCH,NO,3095,,,,,,,,
BUNANGENI FYM PRI,PUBLIC,BUNGOMA,0.723829,34.687646,407,36,AUGUST,Solar,8291,,,,,,,,
NZOIA FYM PRI,PUBLIC,BUNGOMA,0.837851,35.006468,557,234,JUNE,KPLC,7523,,,,,,,,
NAMANJA PRY,PUBLIC,KAKAMEGA,0.492657,34.826409,65,52,APRIL,KPLC,9791,,,,,,,,
GATHIRU PRI SCH,PUBLIC,KIAMBU,-0.762476388,37.03555028,519,513,JULY,KPLC,1707,,,,,,,,
LOIYANGALANI PRY SCH,PUBLIC,MARSABIT,2.75815,36.7226,300,237,JULY,NO,3839,,,,,,,,
KIHATO SPECIAL SCH,PUBLIC,LAIKIPIA,-0.134073,36.984666,876,842,MARCH,KPLC,4925,,,,,,,,
LOOLAKER PRI SCH,PUBLIC,KAJIADO,-2.37855,37.09403,131,10,NOVEMBER,KPLC,8054,,,,,,,,
KATHAMA TOWNSHIP PRI SCH,PUBLIC,MACHAKOS,-1.2064,37.38417,392,388,APRIL,NO,7089,,,,,,,,
GITARAKA PRI,PUBLIC,EMBU,-0.812618,37.345987,589,517,APRIL,Solar,7182,,,,,,,,
BINYENYA RC PRI,PUBLIC,BUNGOMA,0.820782,34.987088,322,224,FEBRUARY,Solar,8346,,,,,,,,
KHALSA PRI SCH,PUBLIC,NAIROBI,-1.312845,36.830039,793,178,MARCH,Solar,4583,,,,,,,,
MUCHARAGE PRIMARY SCHOOL,PUBLIC,TRANS NZOIA,0.817737,34.831738,744,724,SEPTEMBER,Solar,2715,,,,,,,,
KIAMBAMBA PRI SCH,PUBLIC,MURANGA,-0.813406,37.21724,770,500,JUNE,Solar,4577,,,,,,,,
MARANJAU PRI SCH,PUBLIC,MURANGA,-0.800566,37.221688,621,42,JUNE,NO,8742,,,,,,,,
ORENGO PRI SCH,PUBLIC,SIAYA,-0.203975,34.205133,171,85,JUNE,NO,4549,,,,,,,,
KIPLOKYI PRI SCH,PUBLIC,BOMET,-0.676735,35.325334,421,188,NOVEMBER,Solar,8346,,,,,,,,
NANAM MIXED PRI SCH,PUBLIC,TURKANA,4.213067,34.560428,4,2,SEPTEMBER,KPLC,1831,,,,,,,,
KIBORO PRI SCH,PUBLIC,NAIROBI,-1.26296,36.853226,799,268,FEBRUARY,Solar,8905,,,,,,,,
MIGUYE PRY SCH,PUBLIC,KISUMU,-0.14527,34.84453,467,370,JANUARY,NO,5182,,,,,,,,
KIUMBA PRY SCH,PUBLIC,MURANGA,-0.7528825,37.01918833,128,40,MAY,KPLC,9366,,,,,,,,
KIDONG'U PRIMARY,PUBLIC,TAITA TAVETA,-3.35602,37.73465,899,867,JUNE,Solar,2420,,,,,,,,
KAPCHORWA PRI SCH,PUBLIC,KERICHO,-0.12024,35.35036,719,290,JUNE,Solar,673,,,,,,,,
KISIAN PRY SCH,PUBLIC,KISUMU,-0.06823,34.67461,228,84,NOVEMBER,KPLC,8113,,,,,,,,
KIAMURI PRI SCH,PUBLIC,MURANGA,-0.660899722,37.10393139,422,4,SEPTEMBER,NO,5603,,,,,,,,
KIWARI PRI,PUBLIC,HOMA BAY,-0.4361,34.0065,160,9,JULY,NO,910,,,,,,,,
MTONI PRI,PUBLIC,KAKAMEGA,0.81127,35.10525,470,145,SEPTEMBER,Solar,7170,,,,,,,,
KITANGANI  PRI SCH,PUBLIC,MACHAKOS,-1.03799,37.65639,452,35,MAY,NO,4557,,,,,,,,
MWIRUTI SPECIAL UNIT,PUBLIC,UASIN GISHU,0.506852,35.234299,852,64,APRIL,NO,3062,,,,,,,,
SILALE PRI SCH,PUBLIC,LAIKIPIA,0.07963,36.35766,207,182,JANUARY,Solar,4913,,,,,,,,
KATHAMA DEB PRI SCH,PUBLIC,MACHAKOS,-1.20538,37.38895,954,345,NOVEMBER,KPLC,5559,,,,,,,,
KASEMBO MARANATHA PRY,PUBLIC,MIGORI,-1.04887,34.401447,127,106,APRIL,NO,5508,,,,,,,,
WIRE SPECIAL UNIT SCH,PUBLIC,HOMA BAY,-0.48495,34.75446,611,365,MARCH,NO,900,,,,,,,,
TURIMA TWERU PRI,PUBLIC,THARAKA NITHI,-0.004328056,37.94089917,476,66,FEBRUARY,Solar,8355,,,,,,,,
KWARE KAPKWEN PRIMARY SCH,PUBLIC,NAKURU,-0.148371,35.828724,610,32,NOVEMBER,NO,5971,,,,,,,,
LOROGON PRI,PUBLIC,WEST POKOT,1.93673,35.35943,918,272,APRIL,NO,2958,,,,,,,,
KIITHWA PRI,PUBLIC,MERU,-0.178219166,37.62028778,1000,410,JUNE,Solar,6627,,,,,,,,
INGOBOR PRIMARY SCH,PUBLIC,NAKURU,-0.309984,36.018503,520,298,NOVEMBER,NO,417,,,,,,,,
NDHIWA TOWNSHIP PRY SCH,PUBLIC,HOMA BAY,-0.731063,34.368352,805,159,JUNE,NO,9833,,,,,,,,
KIPKELION SPECIAL SCH,PUBLIC,KERICHO,-0.21095,35.46336,12,3,MAY,Solar,5066,,,,,,,,
SOCHOI PRI,PUBLIC,NANDI,0.195453,35.344232,289,262,FEBRUARY,NO,5088,,,,,,,,
ARBA-QERAMSA PRI SCH,PUBLIC,WAJIR,1.77463,40.29497,36,13,JANUARY,NO,6376,,,,,,,,
KOCHOLIA PRI SCH,PUBLIC,BUSIA,0.62461,34.34977,463,266,MAY,NO,2948,,,,,,,,
OMONONO DOK PRI SCH,PUBLIC,NYAMIRA,-0.618826,34.997984,168,158,FEBRUARY,Solar,8591,,,,,,,,
MIREMBE PRI,PUBLIC,KAKAMEGA,0.737,35.12591,11,6,AUGUST,NO,9244,,,,,,,,
KIPKAREN PRI,PUBLIC,UASIN GISHU,0.510976,35.254805,599,324,AUGUST,Solar,5391,,,,,,,,
ST. JOSEPH NDUNDA PRI SCH,PUBLIC,EMBU,-0.469816,37.429001,714,102,AUGUST,KPLC,5508,,,,,,,,
BUKWO PRI,PUBLIC,UASIN GISHU,0.581302,34.998675,248,179,MAY,KPLC,1537,,,,,,,,
ENCHORO PAG PR,PUBLIC,NYAMIRA,-0.713611,34.983697,555,536,MAY,KPLC,4691,,,,,,,,
RIAKIRUAI BOARDING PRI,PUBLIC,NYAMIRA,-0.658874,34.941076,188,7,FEBRUARY,NO,225,,,,,,,,
NKIRIANA PRY,PUBLIC,MERU,0.3588075,37.94375111,308,2,SEPTEMBER,Solar,4022,,,,,,,,
KANAODON PRI,PUBLIC,TURKANA,2.495919,35.408226,782,30,AUGUST,Solar,8895,,,,,,,,
KONGO PRIMARY,PUBLIC,KIAMBU,-1.14065,36.86897,489,465,MAY,Solar,2474,,,,,,,,
KYAMBAI PRY,PUBLIC,MAKUENI,-1.71514,37.36625,927,453,JANUARY,KPLC,2489,,,,,,,,
SIRYAT PRIMARY SCHOOL,PUBLIC,BOMET,-0.50675,35.985,967,435,MAY,KPLC,9966,,,,,,,,
TOGOMIN PRIMARY,PUBLIC,BOMET,-0.633477,35.21298,913,752,FEBRUARY,Solar,4618,,,,,,,,
LENGON PRI,PUBLIC,NANDI,0.038457,35.321305,103,81,JULY,NO,2373,,,,,,,,
MARANYONA PRI SCH,PUBLIC,SIAYA,-0.180584,34.219589,815,40,FEBRUARY,NO,5095,,,,,,,,
GITIBURI  PRI. SCH.,PUBLIC,EMBU,-0.603491,37.621111,586,535,NOVEMBER,NO,3651,,,,,,,,
MAGOMANO PRY SCH,PUBLIC,LAIKIPIA,0.275356,36.49784,794,108,JUNE,Solar,2240,,,,,,,,
SILIBOI PRI,PUBLIC,UASIN GISHU,0.137556,35.582304,433,99,FEBRUARY,NO,3042,,,,,,,,
KANDONGU PRI SCH,PUBLIC,KIRINYAGA,-0.645288611,37.27896694,302,157,MAY,KPLC,5135,,,,,,,,
LANGAS PRI,PUBLIC,UASIN GISHU,0.479006,35.255102,747,609,MAY,Solar,8072,,,,,,,,
KAVILILA PRI SCH,PUBLIC,MACHAKOS,-0.89654,37.32305,811,481,AUGUST,KPLC,5333,,,,,,,,
KAVOO PRIMARY,PUBLIC,KITUI,-1.15773,37.8438,356,127,OCTOBER,KPLC,6629,,,,,,,,
ENDANA PRY SCH,PUBLIC,LAIKIPIA,0.157556,36.9086,375,277,JULY,KPLC,8176,,,,,,,,
KUSYOKITHOI PRY,PUBLIC,MAKUENI,-1.66683,37.48207,946,149,JUNE,NO,2131,,,,,,,,
KAGANJO PRI SCH,PUBLIC,MURANGA,-0.599903888,36.95897361,292,2,NOVEMBER,Solar,3075,,,,,,,,
KIMORORI PRI SCH,PUBLIC,MURANGA,-0.936311,37.126025,791,1,AUGUST,KPLC,4161,,,,,,,,
MUSIKOMA RC PRI,PUBLIC,BUNGOMA,0.53685,34.54977,745,690,AUGUST,KPLC,5538,,,,,,,,
PCEA IKAWA PRI,PUBLIC,THARAKA NITHI,-0.368649,37.697948,863,35,AUGUST,KPLC,7179,,,,,,,,
MARABA PRI,PUBLIC,NANDI,-0.003477,34.945485,959,250,APRIL,Solar,9608,,,,,,,,
IRIA-INI PRI,PUBLIC,NYERI,-0.131883333,36.45129556,49,14,NOVEMBER,KPLC,5472,,,,,,,,
CHEKAYA PEFA PRY SCH,PUBLIC,KAKAMEGA,0.472913,34.721067,435,185,JUNE,NO,841,,,,,,,,
BONDENI PRY SCH,PUBLIC,KAKAMEGA,0.29174,34.76465,53,36,AUGUST,KPLC,5699,,,,,,,,
KITENYI PRI,PUBLIC,HOMA BAY,-0.49155,34.02205,605,483,MAY,KPLC,1006,,,,,,,,
KIRISWO PRI SCH,PUBLIC,BOMET,-0.726747,35.393509,817,45,JANUARY,Solar,3599,,,,,,,,
MASANGURA PRY SCH,PUBLIC,MIGORI,-1.288396,34.568314,710,319,MARCH,KPLC,7398,,,,,,,,
OSUPUKO PRI,PUBLIC,NAROK,-0.93907,34.90641,555,302,JULY,Solar,1309,,,,,,,,
LARMUDIAC PRIMARY SCH,PUBLIC,NAKURU,-0.44487,35.976726,477,456,AUGUST,Solar,233,,,,,,,,
MT KENYA SALVATION ARMY,PUBLIC,NYERI,-0.430988,36.936372,408,27,APRIL,NO,3769,,,,,,,,
SUSUMWET PRI SCH,PUBLIC,KERICHO,-0.38326,35.22018,489,437,JUNE,Solar,4396,,,,,,,,
EMPAKASI PRI SCH,PUBLIC,MACHAKOS,-1.43431,36.93121,482,165,AUGUST,KPLC,749,,,,,,,,
NDOVOINI PRIMARY,PUBLIC,KITUI,-1.17471,38.47767,630,452,MARCH,NO,745,,,,,,,,
SHISENO PRY,PUBLIC,KAKAMEGA,0.188227,34.75161,785,501,OCTOBER,KPLC,5102,,,,,,,,
MARLOO OLE KASALE PRI,PUBLIC,NAROK,-1.455589,35.862844,34,31,OCTOBER,NO,5648,,,,,,,,
MUNYAKA PRI SCH,PUBLIC,UASIN GISHU,1.145963,35.153466,948,293,FEBRUARY,Solar,2523,,,,,,,,
ISARA PRI SCH,PUBLIC,KAJIADO,-2.26654,37.46194,160,84,FEBRUARY,Solar,4030,,,,,,,,
MUSUNJI  PRIM. SCH.,PUBLIC,VIHIGA,0.164758,34.897387,904,624,JULY,NO,10000,,,,,,,,
PEMBA PRY SCH,PUBLIC,KWALE,-3.951533,39.434153,691,444,SEPTEMBER,NO,1833,,,,,,,,
ILTILAL PRI SCH,PUBLIC,KAJIADO,-2.8681,37.87528,199,160,AUGUST,Solar,3364,,,,,,,,
ST. THERESA'S PRY SCH,PUBLIC,MARSABIT,2.329443,37.986609,837,287,JULY,KPLC,4235,,,,,,,,
OLOBELIBELI PRI SCH,PUBLIC,KAJIADO,-2.022489,36.902805,449,132,SEPTEMBER,NO,3594,,,,,,,,
MUTUNDU PRI SCH,PUBLIC,KIAMBU,-1.098495,36.929757,285,220,AUGUST,KPLC,4583,,,,,,,,
ELBEN PRI SCH,PUBLIC,WAJIR,2.30923,40.18371,87,73,JUNE,NO,7022,,,,,,,,
GATUANYAGA PRI SCH,PUBLIC,KIAMBU,-1.060861111,37.17852778,558,520,SEPTEMBER,KPLC,1204,,,,,,,,
NZOUINI,PUBLIC,MAKUENI,-2.56258,37.93412,92,25,JUNE,Solar,9518,,,,,,,,
CCM IRINDA PRI SCH,PUBLIC,MERU,0.043021667,37.64547583,768,22,FEBRUARY,Solar,7233,,,,,,,,
MWOKYOT PRI,PUBLIC,BOMET,-0.95203,35.29917,952,741,MARCH,NO,2950,,,,,,,,
LELEKWE R.C PRIMARY,PUBLIC,BUNGOMA,0.572182,34.385721,542,365,FEBRUARY,KPLC,2241,,,,,,,,
KITHIRU PRI. SCH.,PUBLIC,MERU,0.13673,37.81716,704,207,APRIL,KPLC,8441,,,,,,,,
NYAGENKE DEB PRI,PUBLIC,KISII,-0.72816,34.690495,138,91,SEPTEMBER,KPLC,3670,,,,,,,,
NGOMBENI PRIMARY,PUBLIC,KITUI,-0.63182,38.03298,2,1,JUNE,NO,360,,,,,,,,
KIARIMUI PRI SCH,PUBLIC,EMBU,-0.430114,37.562122,536,231,FEBRUARY,KPLC,7653,,,,,,,,
SINO S D A PRI SCH,PUBLIC,HOMA BAY,-0.4678,34.75355,466,184,FEBRUARY,KPLC,2932,,,,,,,,
ST. CHRISTOPHER'S PRI SCH,PUBLIC,TRANS NZOIA,1.152864,35.131251,795,45,NOVEMBER,KPLC,6645,,,,,,,,
LUMINO PRI,PUBLIC,KAKAMEGA,0.70705,35.15269,299,299,MAY,Solar,4490,,,,,,,,
KIORORI DOK PRI SCH,PUBLIC,KISII,-0.713742,34.680114,935,652,FEBRUARY,NO,5672,,,,,,,,
LOWER BARICHO PRI,PUBLIC,KIRINYAGA,-0.553373,37.241323,842,770,MARCH,NO,106,,,,,,,,
MAKOMBOKI PRI,PUBLIC,MURANGA,-0.793068889,36.83640472,374,300,APRIL,NO,72,,,,,,,,
TIGITHI SPECIAL UNIT,PUBLIC,LAIKIPIA,-0.062312,36.954546,146,15,MAY,KPLC,2550,,,,,,,,
ST TERESA PRI,PUBLIC,THARAKA NITHI,0.457813122,34.1051465,227,211,MAY,Solar,3055,,,,,,,,
MIWANI SECTION 3 PRI SCHOOL,PUBLIC,KISUMU,-0.04333,34.97927,885,665,AUGUST,Solar,9665,,,,,,,,
SHISELE PRY,PUBLIC,KAKAMEGA,0.223393,34.694406,264,252,OCTOBER,Solar,9307,,,,,,,,
EKWANDA PRIMARY,PUBLIC,VIHIGA,-0.018453,34.571926,367,358,SEPTEMBER,Solar,5105,,,,,,,,
APUKO DOH PRI SCH,PUBLIC,HOMA BAY,-0.37241,34.79078,743,152,AUGUST,Solar,5934,,,,,,,,
CHUGI  PRI. SCH.,PUBLIC,VIHIGA,0.092035,34.745532,17,7,AUGUST,KPLC,7543,,,,,,,,
KAMBINI PRIMARY SCH,PUBLIC,BUNGOMA,0.729632,34.722004,871,14,JANUARY,KPLC,3243,,,,,,,,
MARINYA-A-RUIBI PRI,PUBLIC,MERU,0.156611,37.580972,390,237,NOVEMBER,KPLC,8653,,,,,,,,
ONJIKO KOBONG'O PRIMARY,PUBLIC,KISUMU,-0.1538,34.94399,840,540,JANUARY,Solar,1188,,,,,,,,
MASABA PRY,PUBLIC,MIGORI,-1.109502,34.51638,745,249,JUNE,KPLC,5291,,,,,,,,
KANYATENG PRIMARY SCH,PUBLIC,KISUMU,-0.279688,34.946095,17,14,SEPTEMBER,Solar,6217,,,,,,,,
SYUMBUNI PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.1281,37.21289,378,347,APRIL,KPLC,5431,,,,,,,,
NYANKANDA DOK PRI,PUBLIC,KISII,-0.598154,34.883053,710,431,SEPTEMBER,Solar,5652,,,,,,,,
BUDOKOMI PRI,PUBLIC,BUSIA,0.402317898,34.12257965,585,270,JULY,Solar,5860,,,,,,,,
CHEBORIOT PRI SCH,PUBLIC,BOMET,-0.820965,35.325861,586,471,MARCH,KPLC,5149,,,,,,,,
MATERA PRIMARY,PUBLIC,SIAYA,-0.00792,34.23747,838,199,JUNE,KPLC,1182,,,,,,,,
KAMRIO PRI SCH,PUBLIC,BARINGO,1.23429,35.97117,58,19,JANUARY,NO,308,,,,,,,,
LUYESHE PRI SCH,PUBLIC,KAKAMEGA,0.483331,34.781902,632,501,JANUARY,Solar,8610,,,,,,,,
OKULEU PRI SCH,PUBLIC,BUSIA,0.64915,34.32584,477,230,SEPTEMBER,NO,407,,,,,,,,
KYETENI PRIMARY,PUBLIC,MACHAKOS,-0.97115,37.58749,275,270,FEBRUARY,Solar,4481,,,,,,,,
ENKOIPPERIAI PRI,PUBLIC,NAROK,-1.31831,34.78335,75,25,JULY,KPLC,2718,,,,,,,,
KIPKANAO PRI,PUBLIC,ELEGEYO MARAKWET,0.349218,35.599577,506,263,JUNE,NO,7087,,,,,,,,
PAP KAMATHAYO PRY SCH,PUBLIC,HOMA BAY,-0.485478,34.525796,306,119,APRIL,NO,5249,,,,,,,,
TULWOBMOI PRIMARY,PUBLIC,NAKURU,-0.169337,36.02523,877,614,JUNE,Solar,3795,,,,,,,,
KAMUGA PRI SCH,PUBLIC,HOMA BAY,-0.34173,34.52605,337,212,NOVEMBER,Solar,7444,,,,,,,,
KALUNGA PRIMARY,PUBLIC,MACHAKOS,-1.447431,37.313823,55,50,JANUARY,NO,5058,,,,,,,,
SAMBOCHO PRI SCH,PUBLIC,BUNGOMA,0.837792,34.647458,62,53,OCTOBER,NO,7185,,,,,,,,
NTUURIA PRI,PUBLIC,THARAKA NITHI,-0.231735833,37.90463833,963,869,JUNE,NO,271,,,,,,,,
KAPSOIYO PRI,PUBLIC,NANDI,0.027793,35.044547,799,418,FEBRUARY,Solar,1744,,,,,,,,
KAVETE PRIMARY,PUBLIC,KITUI,-1.40109,37.27848,149,4,JANUARY,NO,6272,,,,,,,,
KIMBIMBI PRI,PUBLIC,KIRINYAGA,-0.611759,37.370983,619,357,AUGUST,NO,8363,,,,,,,,
IKUMA PRI SCH,PUBLIC,KIAMBU,-1.00626,36.87941,583,265,SEPTEMBER,Solar,5953,,,,,,,,
MIKUYUNI PRY,PUBLIC,MAKUENI,-2.38694,37.95815,531,109,SEPTEMBER,NO,9625,,,,,,,,
WASEGA PRI SCH,PUBLIC,BOMET,-0.77246,35.48488,515,423,MARCH,KPLC,2847,,,,,,,,
KAWALASE PRI SCH,PUBLIC,TURKANA,3.12827,35.61393,339,168,NOVEMBER,NO,5955,,,,,,,,
KENANA PRIMARY,PUBLIC,NAKURU,-0.303215,35.891144,500,185,NOVEMBER,NO,2312,,,,,,,,
KATHUMULA PRIMARY,PUBLIC,KITUI,-1.24118,38.06602,990,42,JULY,KPLC,818,,,,,,,,
ROKA KIBIBONI PRI SCH,PUBLIC,LAMU,-2.1604,40.80398,208,55,MARCH,KPLC,8376,,,,,,,,
RABUOR PONGE SPECIAL UNIT,PUBLIC,HOMA BAY,-0.571129,34.61036,743,645,AUGUST,NO,5983,,,,,,,,
MIUGU PRI SCH,PUBLIC,KIAMBU,-0.859063,36.793851,892,135,FEBRUARY,NO,567,,,,,,,,
NAIROBI PRI SCH,PUBLIC,NAIROBI,-1.281283,36.810075,585,442,JANUARY,NO,5757,,,,,,,,
SHIHOME PRY,PUBLIC,KAKAMEGA,0.397774,34.784239,644,193,SEPTEMBER,Solar,1960,,,,,,,,
KIBARO PRI,PUBLIC,KIRINYAGA,-0.425893,37.35118,482,241,FEBRUARY,NO,746,,,,,,,,
MURERA PRY SCH,PUBLIC,MERU,0.291302222,38.07453194,470,397,JANUARY,KPLC,7170,,,,,,,,
OL'ARABEL PRY SCH,PUBLIC,LAIKIPIA,0.446816,36.326939,547,67,JANUARY,NO,4621,,,,,,,,
ILPATIMARU PRI,PUBLIC,KAJIADO,-2.26513,36.73404,855,403,MAY,KPLC,5203,,,,,,,,
KASIAMO F.YM PRIMARY,PUBLIC,BUNGOMA,0.75689,34.47661,906,542,JUNE,KPLC,7829,,,,,,,,
NYAMKEBE PRY SCH,PUBLIC,KISUMU,-0.19483,34.87335,941,612,JULY,NO,9387,,,,,,,,
KALOKA PRY SCH,PUBLIC,KISUMU,-0.14227,34.57185,577,120,FEBRUARY,NO,4857,,,,,,,,
MIRANDO PRI SCH,PUBLIC,SIAYA,-0.33183,34.28631,38,30,JULY,NO,9318,,,,,,,,
GACHRAIGU PRI SCH,PUBLIC,MURANGA,-0.695823777,37.01830944,178,91,MARCH,Solar,2473,,,,,,,,
KANGUNDO PRI SCH,PUBLIC,KITUI,-1.48475,38.01446,255,148,JULY,NO,2617,,,,,,,,
MWANGA PRI SCH,PUBLIC,TRANS NZOIA,1.123742,35.155082,605,280,JUNE,Solar,5836,,,,,,,,
KOGELO KALANYA PRY SCH,PUBLIC,HOMA BAY,-0.532914,34.471327,952,842,APRIL,KPLC,2728,,,,,,,,
ST. JOSEPH'S GIRLS PRI,PUBLIC,NAROK,-0.999757,34.871648,356,46,APRIL,Solar,2952,,,,,,,,
KYENI PRIMARY AIC,PUBLIC,KITUI,-1.25001,38.01208,435,285,FEBRUARY,Solar,2849,,,,,,,,
MATHUKI PRIMARY SCHOOL,PUBLIC,KITUI,-1.04222,38.23711,245,95,AUGUST,KPLC,5081,,,,,,,,
KIMUGUL PRIMARY SCH,PUBLIC,NAKURU,-0.49342,35.95913,706,373,MAY,Solar,1707,,,,,,,,
